KDOE_LELANG,NAMA_PAKET,SATKER,KUALIFIKASI,METODE,EVALUASI,JENIS,TAHUN,IS_GAGAL,HPS
2613066,"PEMBANGUNAN SALURAN DRAINASE/GORONG-GORONG, KELURAHAN PORIS GAGA BARU RW 01.02.03
 ",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,400000000
2612066,PEMB. PEDESTRIAN JL. SUDIRMAN (SISI KIRI JALAN DR REL KA S/D FLY OVER) KEC. TANGERANG.,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,2000000000
2611066,PEMB. PEDESTRIAN JL. SUDIRMAN (SISI KANAN FLY OVER S/D TANGCITY) KEC. TANGERANG.,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,2000000000
2610066,PEMB. PEDESTRIAN JL. SUDIRMAN (SISI KANAN PUSPEM S/D REL KA) KEC. TANGERANG.,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,2000000000
2606066,"PEMB. PEDESTRIAN JL. SUDIRMAN (SISI KANAN PUSPEM S/D
REL KA) KEC. TANGERANG ",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,2000000000
2605066,"PEMB. PEDESTRIAN JL. SUDIRMAN (SISI KANAN FLY
OVER S/D TANGCITY) KEC. TANGERANG ",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,2000000000
2604066,"PEMB. PEDESTRIAN JL. SUDIRMAN (SISI KIRI JALAN DR REL KA
S/D FLY OVER) KEC. TANGERANG ",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,2000000000
2603066,ESTETIKA JEMBATAN LIO BARU,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,1500000000
2602066,PEMBANGUNAN JEMBATAN KALI LEDUG KEC. PERIUK,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,1200000000
2601066,PEMB. JALAN PINGGIR SITU GEDE KEC. TANGERANG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,2000000000
2600066,ESTETIKA JEMBATAN UNIS,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG UMUM,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,3500000000
2599066,PEMB. JALAN STA 11 KEC. BENDA,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG UMUM,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,4000000000
2598066,"PEMBANGUNAN JEMBATAN KALI PERANCIS
",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,2400000000
2597066,"PEMB. JL. SINAR HATI KEC. KARAWACI
",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,1500000000
2596066,PEMB. JALAN TEMBUS PINTU AIR BARAT - JEMB PINTU 10 KEC. NEGLASARI,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,999300000
2595066,"PEMB. JL. ACHMAD DAHLAN (PELEBARAN) DAN MAS MANSYUR KEC.CIPONDOH
",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,2500000000
2594066,"PEMB. JL. RASUNA SAID (PELEBARAN) KEC. PINANG
",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,4000000000
2593066,PENATAAN KAWASAN SITU CIPONDOH ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,300000000
2592066,PEMBANGUNAN SALURAN DRAINASE/GORONG-GORONG JL. M. YAMIN KEL. BABAKAN DAN LANJUTAN (SODETAN) JL. THAMRIN-CISADANE,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,600000000
2591066,PENGADAAN ALAT-ALAT RUMAH SAKIT (PENGADAAN ALAT-ALAT FARMASI) DINAS KESEHATAN KOTA TANGERANG TAHUN ANGGARAN 2013,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,621800000
2590066,"PEMBANGUNAN SALURAN DRAINASE / GORONG-GORONG KE JALAN ISKANDAR MUDA DEPAN KELURAHAN MEKARSARI
",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,292300000
2589066,"PEMBANGUNAN SALURAN DRAINASE / GORONG-GORONG JL. MT HARYONO KEL. SUKASARI
",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG UMUM,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,500000000
2587066,PEMBANGUNAN SALURAN DRAINASE/GORONG-GORONG MASJID AL FALAH RW. 01 KEBON NANAS KEL. PANUNGGANGAN UTARA,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,399500000
2586066,PENGADAAN MEUBELAIR RUMAH SAKIT (PENGADAAN MEUBELAIR) PADA DINAS KESEHATAN TAHUN ANGGARAN 2013,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,1500000000
2585066,PENATAAN TEMPAT BERUSAHA BAGI PEDAGANG KAKI LIMA DAN ASONGAN (LELANG ULANG),PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI UMUM,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA,2013,0,361200000
2584066,"PEMBANGUNAN SALURAN DRAINASE / GORONG-GORONG RT. 03, RW 01 KEL. PONDOK BAHAR",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,349900000
2583066,"PEMBANGUNAN SALURAN DRAINASE / GORONG-GORONG RT. 05 RW 02, KP. PEDURENAN KEL. PEDURENAN",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,299800000
2582066,"PEMBANGUNAN SALURAN DRAINASE / GORONG-GORONG JL. ADI SUCIPTO RT. 01, 04 RW. 03 KEL. PAJANG",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,448300000
2581066,PEMBANGUNAN SALURAN DRAINASE / GORONG-GORONG DI KEL. NEROKTOG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,299400000
2580066,"PEMBANGUNAN SALURAN DRAINASE / GORONG-GORONG RT. 02, RW 02 JL. DAMAI DARI KOMPLEK DUTA BINTARO S/D KOMPLEK DM KEL. KUNCIRAN INDAH",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,299500000
2579066,PEMBANGUNAN SALURAN DRAINASE / GORONG-GORONG JL. RADEN SALEH KEC. KARANG TENGAH,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,599800000
2578066,PEMBANGUNAN SALURAN DRAINASE / GORONG-GORONG RW. 02 KEL. CIPONDOH (LANJUTAN),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,299800000
2577066,PEMBANGUNAN SALURAN DRAINASE / GORONG-GORONG JL. BOROBUDUR RAYA DAN JL. PRAMBANAN RAYA KEL. CIBODAS BARU,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,500000000
2576066,PEMBANGUNAN SALURAN DRAINASE / GORONG-GORONG RW. 05 KEL. BENDA ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,400000000
2575066,"PEMBANGUNAN SALURAN DRAINASE/GORONG-GORONG, RT.04/06, KEL. KEDAUNG WETAN
",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,300000000
2574066,"PEMBANGUNAN SALURAN DRAINASE/GORONG-GORONG, DILINGKUNGAN RT. 01 RW. 04 KEL. KARANG TIMUR
",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,299800000
2573066,"PEMBANGUNAN SALURAN DRAINASE/GORONG-GORONG, RT. 05 RW. 08 KEL. PARUNG SERAB
",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,346700000
2572066,"PEMBANGUNAN SALURAN DRAINASE/GORONG-GORONG, RW. 04 KEL. PANUNGGANGAN TIMUR
",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,399600000
2571066,"PEMBANGUNAN SALURAN DRAINASE/GORONG-GORONG, KELURAHAN PORIS GAGA BARU RW 01.02.03
 ",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,400000000
2570066,"PEMBANGUNAN SALURAN DRAINASE/GORONG-GORONG RW.02, KELURAHAN BENDA
",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,368500000
2569066,"PEMBANGUNAN SALURAN DRAINASE/GORONG-GORONG RW. 04, 05, 06 DAN 07 KELURAHAN KETAPANG
",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,446000000
2568066,"PEMBANGUNAN SALURAN DRAINASE/GORONG-GORONG DI LINGKUNGAN KELURAHAN PANINGGILAN, DSK
",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,999700000
2567066,"PEMBANGUNAN SALURAN DRAINASE/GORONG-GORONG RW. 03, 04, 05, 08 DAN 10 KEL. PANINGGILAN UTARA.
",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,399300000
2566066,"PEMBANGUNAN GEDUNG SDN CIKOKOL 3 (PGS – 04)
 ",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,1,1700000000
2565066,PENYUSUNAN RANCANGAN AWAL RKPD KOTA TANGERANG TAHUN 2015,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI SATU FILE,SELEKSI SEDERHANA,BIAYA TERENDAH,JASA KONSULTANSI BADAN USAHA,2013,0,138800000
2564066,PENGAWASAN PEMBANGUNAN GEDUNG SMKN 10,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI SATU FILE,SELEKSI SEDERHANA,BIAYA TERENDAH,JASA KONSULTANSI BADAN USAHA,2013,0,86600000
2563066,PENGAWASAN PEMBANGUNAN GEDUNG SMPN 3,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI SATU FILE,SELEKSI SEDERHANA,BIAYA TERENDAH,JASA KONSULTANSI BADAN USAHA,2013,0,86600000
2562066,PENGAWASAN PEMBANGUNAN GEDUNG SMPN 2,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI SATU FILE,SELEKSI SEDERHANA,BIAYA TERENDAH,JASA KONSULTANSI BADAN USAHA,2013,0,169400000
2561066,PENGADAAN KENDARAAN MOBIL JENAZAH ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,413900000
2560066,PENGADAAN MOBIL CRANE ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,554600000
2559066,PENGADAAN TRUCK TANGKI TINJA  ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,389600000
2558066,PENGADAAN TRUCK POMPA BANJIR ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,541100000
2553066,PENGADAAN OBAT DAN PERBEKALAN KESEHATAN (OBAT APBD) PADA DINAS KESEHATAN KOTA TANGERANG TAHUN ANGGARAN 2013,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,3100000000
2552066,PEMBANGUNAN JL. INSPEKSI (BLOK TEKO S/D JL. YOS SUDARSO) SISI UTARA KEC. BENDA,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,1500000000
2551066,PEMBANGUNAN JL. INSPEKSI (BLOK TEKO S/D JL. YOS SUDARSO) SISI SELATAN KEC. BENDA,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,1500000000
2550066,PEMBANGUNAN JL. IMAM BONJOL KEC. CIBODAS,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,2000000000
2549066,PENGADAAN MOBIL CRANE ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,554600000
2548066,PENGADAAN TRUCK POMPA BANJIR ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,541100000
2547066,PENGADAAN KENDARAAN MOBIL JENAZAH ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,413900000
2546066,PENGADAAN TRUCK TANGKI TINJA  ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,389600000
2545066,PENGADAAN ALAT-ALAT LABORATORIUM KEBAKARAN ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,448900000
2544066,KEGIATAN PENGADAAN ALAT-ALAT RUMAH SAKIT RSUD KOTA TANGERANG (PENGADAAN ALAT-ALAT FARMASI) PADA DINAS KESEHATAN KOTA TANGERANG TAHUN ANGGARAN 2013 ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,620500000
2543066,PERBAIKAN ATAP DAN PAGAR GOR KARANG TENGAH ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG UMUM,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,265800000
2542066,KEGIATAN PENGADAAN ALAT-ALAT RUMAH SAKIT RSUD KOTA TANGERANG (PENGADAAN ALAT-ALAT KEDOKTERAN REHABILITASI MEDIK) PADA DINAS KESEHATAN KOTA TANGERANG TAHUN ANGGARAN 2013 ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,1200000000
2541066,PERENCANAAN TEKNIS JALAN SULTAN AGENG TIRTAYASA (PELEBARAN) ,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI SATU FILE,SELEKSI SEDERHANA,PAGU ANGGARAN,JASA KONSULTANSI BADAN USAHA,2013,0,150000000
2540066,"REHAB JEMBATAN SATRIA
 ",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG UMUM,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,6300000000
2539066,PENGADAAN DAN PEMASANGAN SISTEM JARINGAN ATCS (APILL) TA. 2013,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,3600000000
2536066,PENGKAJIAN DAMPAK LINGKUNGAN (PENGENDALIAN PENCEMARAN LIMBAH INDUSTRI TAHU-TEMPE MELALUI PENERAPAN KONSEP PRODUKSI BERSIH) ,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI SATU FILE,SELEKSI SEDERHANA,BIAYA TERENDAH,JASA KONSULTANSI BADAN USAHA,2013,0,186900000
2535066,IDENTIFIKASI & PENDATAAN  NAMA RUPA BUMI ,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI SATU FILE,SELEKSI SEDERHANA,BIAYA TERENDAH,JASA KONSULTANSI BADAN USAHA,2013,0,105500000
2534066,FASILITASI PENYUSUNAN PATEN KECAMATAN ,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI SATU FILE,SELEKSI SEDERHANA,BIAYA TERENDAH,JASA KONSULTANSI BADAN USAHA,2013,0,104000000
2533066,"PEMELIHARAAN SISTEM PENGELOLAAN, PENATAUSAHAAN, DAN PELAPORAN KEUANGAN KOTA TANGERANG (SP3KTRA) ",PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI SATU FILE,SELEKSI SEDERHANA,BIAYA TERENDAH,JASA KONSULTANSI BADAN USAHA,2013,0,167800000
2532066,PENELITIAN KONSTRUKSI JEMBATAN RANGKA BAJA TEUKU UMAR,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI SATU FILE,SELEKSI SEDERHANA,BIAYA TERENDAH,JASA KONSULTANSI BADAN USAHA,2013,0,170000000
2531066,PENELITIAN KONSTRUKSI JEMBATAN RANGKA BAJA CISADANE 2,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI SATU FILE,SELEKSI SEDERHANA,BIAYA TERENDAH,JASA KONSULTANSI BADAN USAHA,2013,0,170000000
2530066,PENELITIAN KONSTRUKSI JEMBATAN RANGKA BAJA CISADANE 1,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI SATU FILE,SELEKSI SEDERHANA,BIAYA TERENDAH,JASA KONSULTANSI BADAN USAHA,2013,0,170000000
2529066,PEMELIHARAAN SISTEM INFORMASI PENGELOLAAN BARANG DAERAH,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI SATU FILE,SELEKSI SEDERHANA,BIAYA TERENDAH,JASA KONSULTANSI BADAN USAHA,2013,0,99000000
2528066,PENYEDIAAN BAHAN BANGUNAN SEDERHANA SEHAT (BBSS) KELURAHAN GEMBOR KECAMATAN PERIUK PADA DINAS PEKERJAAN UMUM KOTA TANGERANG ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG UMUM,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,318000000
2527066,PEMBANGUNAN SHELTER KENDARAAN MOTOR,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,383400000
2526066,PENYEDIAAN BAHAN BANGUNAN SEDERHANA SEHAT (BBSS) KELURAHAN PORIS GAGA BARU KECAMATAN BATU CEPER KOTA TANGERANG.,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG UMUM,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,318000000
2525066,PEMBANGUNAN KANTOR UPTD PENGELOLA RUSUNAWA GEBANG RAYA,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,446700000
2524066,PENYEDIAAN BAHAN BANGUNAN SEDERHANA SEHAT (BBSS) KELURAHAN LARANGAN INDAH KECAMATAN LARANGAN PADA DINAS PU KOTA TANGERANG ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,454100000
2523066,PENYEDIAAN BAHAN BANGUNAN SEDERHANA SEHAT (BBSS) KELURAHAN KREO SELATAN KEC. LARANGAN PADA DINAS PU KOTA TANGERANG. ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,454100000
2522066,PENYEDIAAN BAHAN BANGUNAN SEDERHANA SEHAT (BBSS) KELURAHAN KOANG JAYA  KECAMATAN KARAWACI PADA DINAS PU KOTA TANGERANG. ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,227100000
2521066,PENYEDIAAN BAHAN BANGUNAN SEDERHANA SEHAT (BBSS) KELURAHAN PARUNG SERAB KECAMATAN CILEDUG PADA DINAS PU KOTA TANGERANG. ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2013,0,318000000
2520066,PERBAIKAN ATAP DAN PAGAR GOR KARANG TENGAH ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG UMUM,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,265800000
2519066,PEMBANGUNAN GEDUNG UPTD PELAYANAN PAJAK DAERAH WILAYAH TIMUR (PGK – 18),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG UMUM,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2013,0,2200000000
